Pattern,ErrorRate,CorruptionLevel,num_neurons,param
5,0.31176000000000004,0.0,100,1,0.31927943229675293,nan,nan,nan,nan
5,0.31238000000000005,0.1,100,1,0.6385557651519775,nan,nan,nan,nan
5,0.31248,0.2,100,1,0.9679663181304932,nan,nan,nan,nan
5,0.31166,0.3,100,1,1.304760456085205,nan,nan,nan,nan
5,0.311456,0.4,100,1,1.6463539600372314,nan,nan,nan,nan
5,0.31172,0.5,100,1,1.989283800125122,nan,nan,nan,nan
10,0.25066000000000005,0.0,100,1,0.6553926467895508,nan,nan,nan,nan
10,0.26463999999999993,0.1,100,1,1.3317842483520508,nan,nan,nan,nan
10,0.2773133333333333,0.2,100,1,2.012613296508789,nan,nan,nan,nan
10,0.28984000000000004,0.3,100,1,2.704071521759033,nan,nan,nan,nan
10,0.30213999999999996,0.4,100,1,3.3772828578948975,nan,nan,nan,nan
10,0.3146133333333333,0.5,100,1,4.054553270339966,nan,nan,nan,nan
15,0.39434666666666673,0.0,100,1,1.074202537536621,nan,nan,nan,nan
15,0.3950466666666667,0.1,100,1,2.159411668777466,nan,nan,nan,nan
15,0.3950444444444445,0.2,100,1,3.2384986877441406,nan,nan,nan,nan
15,0.3950133333333333,0.3,100,1,4.340536594390869,nan,nan,nan,nan
15,0.394872,0.4,100,1,5.432523965835571,nan,nan,nan,nan
15,0.39494,0.5,100,1,6.529753684997559,nan,nan,nan,nan
20,0.32181,0.0,100,1,1.449977159500122,nan,nan,nan,nan
20,0.33092000000000005,0.1,100,1,2.9206864833831787,nan,nan,nan,nan
20,0.34143666666666667,0.2,100,1,4.391485691070557,nan,nan,nan,nan
20,0.3503875,0.3,100,1,5.85693359375,nan,nan,nan,nan
20,0.359194,0.4,100,1,7.344374418258667,nan,nan,nan,nan
20,0.36778999999999995,0.5,100,1,8.833973169326782,nan,nan,nan,nan
25,0.420456,0.0,100,1,1.949859619140625,nan,nan,nan,nan
25,0.41988400000000003,0.1,100,1,3.8965952396392822,nan,nan,nan,nan
25,0.419824,0.2,100,1,5.861964702606201,nan,nan,nan,nan
25,0.41982600000000003,0.3,100,1,7.816192626953125,nan,nan,nan,nan
25,0.4200288,0.4,100,1,9.785765886306763,nan,nan,nan,nan
25,0.41992133333333326,0.5,100,1,11.795411109924316,nan,nan,nan,nan
30,0.35517333333333334,0.0,100,1,2.3741862773895264,nan,nan,nan,nan
30,0.3621566666666666,0.1,100,1,4.826782941818237,nan,nan,nan,nan
