Pattern,ErrorRate,CorruptionLevel,num_neurons,param
1,0.0,0.0,100,256
1,0.0,0.1,100,256
1,0.0,0.2,100,256
1,0.0,0.3,100,256
1,0.0,0.4,100,256
1,0.0,0.5,100,256
2,0.0,0.0,100,256
2,0.0,0.1,100,256
2,0.0,0.2,100,256
2,0.0031,0.3,100,256
2,0.03736,0.4,100,256
2,0.08223333333333334,0.5,100,256
3,0.0,0.0,100,256
3,0.0,0.1,100,256
3,0.0011777777777777776,0.2,100,256
3,0.01,0.3,100,256
3,0.044226666666666664,0.4,100,256
3,0.10776666666666666,0.5,100,256
4,0.0,0.0,100,256
4,0.0,0.1,100,256
4,0.0011833333333333333,0.2,100,256
4,0.01855,0.3,100,256
4,0.06453,0.4,100,256
4,0.13164166666666666,0.5,100,256
5,0.0,0.0,100,256
5,0.0,0.1,100,256
5,0.00216,0.2,100,256
5,0.01858,0.3,100,256
5,0.079024,0.4,100,256
5,0.15187333333333333,0.5,100,256
6,0.0,0.0,100,256
6,0.0,0.1,100,256
6,0.001211111111111111,0.2,100,256
6,0.022075,0.3,100,256
6,0.08458666666666664,0.4,100,256
6,0.15973333333333337,0.5,100,256
7,0.0,0.0,100,256
7,0.0,0.1,100,256
7,0.0013523809523809526,0.2,100,256
7,0.02784285714285714,0.3,100,256
7,0.09545142857142856,0.4,100,256
7,0.1740809523809524,0.5,100,256
8,0.0,0.0,100,256
8,0.0,0.1,100,256
8,0.0004583333333333334,0.2,100,256
8,0.0262,0.3,100,256
8,0.09798499999999999,0.4,100,256
8,0.17916250000000003,0.5,100,256
9,0.0,0.0,100,256
9,0.0,0.1,100,256
9,0.0015925925925925927,0.2,100,256
9,0.02863888888888889,0.3,100,256
9,0.10330222222222223,0.4,100,256
9,0.1872555555555556,0.5,100,256
10,0.0,0.0,100,256
10,0.0,0.1,100,256
10,0.0017000000000000001,0.2,100,256
10,0.03026,0.3,100,256
10,0.106372,0.4,100,256
10,0.18678999999999998,0.5,100,256
11,0.0,0.0,100,256
11,0.0,0.1,100,256
11,0.004012121212121212,0.2,100,256
11,0.03543636363636363,0.3,100,256
11,0.11451636363636364,0.4,100,256
11,0.1978030303030303,0.5,100,256
12,0.0,0.0,100,256
12,0.0,0.1,100,256
12,0.0036222222222222224,0.2,100,256
12,0.03509583333333333,0.3,100,256
12,0.11490333333333333,0.4,100,256
12,0.20072222222222222,0.5,100,256
13,0.0,0.0,100,256
13,0.0001769230769230769,0.1,100,256
13,0.00381025641025641,0.2,100,256
13,0.03661538461538462,0.3,100,256
13,0.11828615384615385,0.4,100,256
13,0.2046692307692308,0.5,100,256
14,0.0,0.0,100,256
14,0.0,0.1,100,256
14,0.0054666666666666665,0.2,100,256
14,0.04347142857142858,0.3,100,256
14,0.12709428571428572,0.4,100,256
14,0.21266904761904762,0.5,100,256
15,0.0,0.0,100,256
15,0.0,0.1,100,256
15,0.004382222222222222,0.2,100,256
15,0.04368333333333333,0.3,100,256
15,0.13007733333333332,0.4,100,256
15,0.21764888888888886,0.5,100,256
16,0.0,0.0,100,256
16,0.0,0.1,100,256
16,0.0037708333333333335,0.2,100,256
16,0.044228125,0.3,100,256
16,0.13340000000000002,0.4,100,256
16,0.21978125,0.5,100,256
17,0.0,0.0,100,256
17,0.0,0.1,100,256
17,0.006376470588235293,0.2,100,256
17,0.043585294117647055,0.3,100,256
17,0.12953882352941176,0.4,100,256
17,0.2149372549019608,0.5,100,256
18,0.0,0.0,100,256
18,0.0,0.1,100,256
18,0.004062962962962963,0.2,100,256
18,0.042541666666666665,0.3,100,256
18,0.1322111111111111,0.4,100,256
18,0.2206685185185185,0.5,100,256
19,0.0,0.0,100,256
19,0.0,0.1,100,256
19,0.005094736842105264,0.2,100,256
19,0.04858421052631579,0.3,100,256
19,0.14182315789473685,0.4,100,256
19,0.2264350877192982,0.5,100,256
20,0.0,0.0,100,256
20,0.000155,0.1,100,256
20,0.00574,0.2,100,256
20,0.051045,0.3,100,256
