Pattern,ErrorRate,CorruptionLevel,num_neurons,theta
22,0.12598636363636365,0.1,100,0.8
23,0.1097304347826087,0.0,100,0.8
23,0.1330913043478261,0.1,100,0.8
24,0.12461666666666665,0.0,100,0.8
24,0.15045416666666667,0.1,100,0.8
25,0.142408,0.0,100,0.8
25,0.165128,0.1,100,0.8
26,0.1601923076923077,0.0,100,0.8
26,0.18058461538461537,0.1,100,0.8
27,0.17874074074074076,0.0,100,0.8
27,0.2026111111111111,0.1,100,0.8
28,0.18664999999999995,0.0,100,0.8
28,0.2073285714285714,0.1,100,0.8
29,0.20345517241379313,0.0,100,0.8
29,0.22095172413793102,0.1,100,0.8
30,0.20428666666666664,0.0,100,0.8
30,0.2242433333333333,0.1,100,0.8
31,0.2294709677419355,0.0,100,0.8
31,0.2401483870967742,0.1,100,0.8
32,0.228375,0.0,100,0.8
32,0.242525,0.1,100,0.8
33,0.2233272727272728,0.0,100,0.8
33,0.24688181818181826,0.1,100,0.8
34,0.2469588235294118,0.0,100,0.8
34,0.2621588235294118,0.1,100,0.8
35,0.25186285714285717,0.0,100,0.8
35,0.2606314285714286,0.1,100,0.8
36,0.2606277777777778,0.0,100,0.8
36,0.2687583333333333,0.1,100,0.8
37,0.2622432432432432,0.0,100,0.8
37,0.27258378378378384,0.1,100,0.8
38,0.26573157894736843,0.0,100,0.8
38,0.2732263157894737,0.1,100,0.8
39,0.27260512820512817,0.0,100,0.8
39,0.276174358974359,0.1,100,0.8
40,0.2722,0.0,100,0.8
40,0.27769000000000005,0.1,100,0.8
41,0.27458536585365856,0.0,100,0.8
41,0.27958048780487804,0.1,100,0.8
42,0.2813333333333334,0.0,100,0.8
42,0.2870952380952381,0.1,100,0.8
43,0.2830790697674419,0.0,100,0.8
43,0.29225348837209303,0.1,100,0.8
44,0.2848909090909091,0.0,100,0.8
44,0.2915113636363636,0.1,100,0.8
45,0.2875466666666667,0.0,100,0.8
45,0.29139111111111105,0.1,100,0.8
46,0.2868217391304348,0.0,100,0.8
46,0.29063260869565216,0.1,100,0.8
47,0.28374893617021274,0.0,100,0.8
47,0.2907553191489362,0.1,100,0.8
48,0.2924,0.0,100,0.8
48,0.2987895833333333,0.1,100,0.8
49,0.28692244897959185,0.0,100,0.8
49,0.2930755102040816,0.1,100,0.8
