Pattern,ErrorRate,CorruptionLevel,num_neurons,theta
63,0.2796275132275132,0.2,100,0.0
63,0.3021230158730159,0.3,100,0.0
63,0.3263580952380952,0.4,100,0.0
63,0.34989100529100525,0.5,100,0.0
64,0.24230312499999995,0.0,100,0.0
64,0.26361562499999996,0.1,100,0.0
64,0.28220729166666664,0.2,100,0.0
64,0.30353359375,0.3,100,0.0
64,0.32688312499999994,0.4,100,0.0
64,0.35014166666666663,0.5,100,0.0
65,0.23601230769230766,0.0,100,0.0
65,0.2590907692307692,0.1,100,0.0
65,0.2802830769230769,0.2,100,0.0
65,0.30318999999999996,0.3,100,0.0
65,0.32792246153846155,0.4,100,0.0
65,0.3514687179487179,0.5,100,0.0
66,0.2563181818181818,0.0,100,0.0
66,0.2748878787878788,0.1,100,0.0
66,0.2930545454545454,0.2,100,0.0
66,0.3128121212121212,0.3,100,0.0
66,0.3348751515151515,0.4,100,0.0
66,0.3574040404040404,0.5,100,0.0
67,0.25291940298507465,0.0,100,0.0
67,0.27156865671641783,0.1,100,0.0
67,0.29006069651741295,0.2,100,0.0
67,0.3115985074626866,0.3,100,0.0
67,0.3339928358208955,0.4,100,0.0
67,0.35671990049751245,0.5,100,0.0
68,0.26287941176470586,0.0,100,0.0
68,0.2784132352941176,0.1,100,0.0
68,0.29532156862745096,0.2,100,0.0
68,0.31554191176470586,0.3,100,0.0
68,0.3381476470588235,0.4,100,0.0
68,0.3601230392156863,0.5,100,0.0
69,0.2640521739130435,0.0,100,0.0
69,0.27897246376811596,0.1,100,0.0
69,0.29549565217391305,0.2,100,0.0
69,0.3161572463768116,0.3,100,0.0
69,0.33819768115942034,0.4,100,0.0
69,0.3600434782608696,0.5,100,0.0
70,0.27759428571428574,0.0,100,0.0
70,0.28504000000000007,0.1,100,0.0
70,0.30091619047619045,0.2,100,0.0
70,0.32037999999999994,0.3,100,0.0
70,0.3418697142857143,0.4,100,0.0
70,0.3631623809523809,0.5,100,0.0
71,0.2658056338028169,0.0,100,0.0
71,0.28032112676056337,0.1,100,0.0
71,0.29823098591549296,0.2,100,0.0
71,0.3171978873239436,0.3,100,0.0
71,0.3393881690140845,0.4,100,0.0
71,0.36136197183098595,0.5,100,0.0
72,0.2801666666666667,0.0,100,0.0
72,0.2883513888888889,0.1,100,0.0
72,0.3025546296296296,0.2,100,0.0
72,0.32271944444444445,0.3,100,0.0
72,0.34434944444444443,0.4,100,0.0
72,0.36540555555555554,0.5,100,0.0
73,0.2733835616438356,0.0,100,0.0
73,0.28609041095890414,0.1,100,0.0
73,0.3042876712328767,0.2,100,0.0
73,0.32426095890410955,0.3,100,0.0
73,0.3451873972602739,0.4,100,0.0
73,0.3663826484018265,0.5,100,0.0
74,0.28194864864864866,0.0,100,0.0
74,0.2936391891891892,0.1,100,0.0
74,0.30786486486486486,0.2,100,0.0
74,0.3264608108108108,0.3,100,0.0
74,0.34660594594594596,0.4,100,0.0
74,0.36714909909909904,0.5,100,0.0
