Pattern,ErrorRate,CorruptionLevel,num_neurons,param
36,0.32854259259259255,0.5,100,128
37,0.0,0.0,100,128
37,0.0020135135135135136,0.1,100,128
37,0.03838558558558559,0.2,100,128
37,0.1327527027027027,0.3,100,128
37,0.24123783783783787,0.4,100,128
37,0.3294567567567568,0.5,100,128
38,0.0,0.0,100,128
38,0.0021236842105263154,0.1,100,128
38,0.037040350877192985,0.2,100,128
38,0.13263552631578948,0.3,100,128
38,0.24263684210526312,0.4,100,128
38,0.3302982456140351,0.5,100,128
39,0.0,0.0,100,128
39,0.0024384615384615387,0.1,100,128
39,0.03685299145299145,0.2,100,128
39,0.13138717948717946,0.3,100,128
39,0.24254974358974357,0.4,100,128
39,0.3304837606837607,0.5,100,128
40,0.0,0.0,100,128
40,0.002565,0.1,100,128
40,0.038005000000000004,0.2,100,128
40,0.1342525,0.3,100,128
40,0.245661,0.4,100,128
40,0.33300749999999996,0.5,100,128
41,0.0,0.0,100,128
41,0.002648780487804878,0.1,100,128
41,0.03648130081300814,0.2,100,128
41,0.13355,0.3,100,128
41,0.24297951219512195,0.4,100,128
41,0.33061788617886173,0.5,100,128
42,0.0,0.0,100,128
42,0.001961904761904762,0.1,100,128
42,0.03866349206349206,0.2,100,128
42,0.1329904761904762,0.3,100,128
42,0.24392285714285716,0.4,100,128
42,0.3319206349206349,0.5,100,128
43,0.0,0.0,100,128
43,0.002465116279069767,0.1,100,128
43,0.03770542635658915,0.2,100,128
43,0.13533255813953488,0.3,100,128
43,0.2461255813953488,0.4,100,128
43,0.33379689922480615,0.5,100,128
44,0.0,0.0,100,128
44,0.0021227272727272727,0.1,100,128
44,0.03724242424242424,0.2,100,128
44,0.13622727272727272,0.3,100,128
44,0.24778363636363637,0.4,100,128
44,0.33492651515151517,0.5,100,128
45,0.0,0.0,100,128
45,0.0027711111111111113,0.1,100,128
45,0.03956888888888888,0.2,100,128
45,0.13996444444444445,0.3,100,128
45,0.25004444444444446,0.4,100,128
45,0.33651407407407413,0.5,100,128
46,0.0,0.0,100,128
46,0.00288695652173913,0.1,100,128
46,0.03864782608695653,0.2,100,128
46,0.13747065217391305,0.3,100,128
46,0.24859130434782606,0.4,100,128
46,0.33574347826086953,0.5,100,128
47,0.0,0.0,100,128
47,0.0020276595744680853,0.1,100,128
47,0.03974751773049646,0.2,100,128
47,0.13837978723404254,0.3,100,128
47,0.24940595744680852,0.4,100,128
47,0.33656453900709216,0.5,100,128
48,0.0,0.0,100,128
48,0.002316666666666667,0.1,100,128
48,0.04315000000000001,0.2,100,128
48,0.14433958333333333,0.3,100,128
48,0.2532233333333333,0.4,100,128
48,0.3396868055555556,0.5,100,128
49,0.0,0.0,100,128
49,0.0017244897959183673,0.1,100,128
49,0.04107210884353741,0.2,100,128
49,0.14053673469387756,0.3,100,128
49,0.25236897959183674,0.4,100,128
49,0.33933673469387754,0.5,100,128
50,0.0,0.0,100,128
50,0.00265,0.1,100,128
50,0.042118666666666665,0.2,100,128
50,0.143676,0.3,100,128
50,0.253776,0.4,100,128
50,0.3402226666666667,0.5,100,128
51,0.0,0.0,100,128
51,0.002621568627450981,0.1,100,128
51,0.04253333333333334,0.2,100,128
51,0.14197549019607844,0.3,100,128
51,0.25399058823529413,0.4,100,128
51,0.3408137254901961,0.5,100,128
52,0.0,0.0,100,128
52,0.0028730769230769226,0.1,100,128
52,0.04156923076923076,0.2,100,128
52,0.14329999999999998,0.3,100,128
52,0.2544546153846154,0.4,100,128
52,0.34061602564102567,0.5,100,128
53,0.0,0.0,100,128
53,0.0025188679245283017,0.1,100,128
53,0.04091949685534591,0.2,100,128
53,0.14566981132075474,0.3,100,128
53,0.25636905660377357,0.4,100,128
53,0.34271572327044025,0.5,100,128
54,0.0,0.0,100,128
54,0.003068518518518518,0.1,100,128
54,0.044153086419753095,0.2,100,128
54,0.14407592592592594,0.3,100,128
54,0.25476,0.4,100,128
54,0.34132962962962965,0.5,100,128
55,0.0,0.0,100,128
55,0.0025818181818181817,0.1,100,128
55,0.045641212121212124,0.2,100,128
55,0.14831818181818185,0.3,100,128
55,0.25881163636363635,0.4,100,128
55,0.3447278787878788,0.5,100,128
56,0.00010357142857142858,0.0,100,128
56,0.003283928571428571,0.1,100,128
56,0.04612619047619047,0.2,100,128
56,0.14665089285714286,0.3,100,128
56,0.2579642857142857,0.4,100,128
56,0.3444624999999999,0.5,100,128
57,0.0,0.0,100,128
57,0.002812280701754386,0.1,100,128
57,0.04612748538011697,0.2,100,128
57,0.1511938596491228,0.3,100,128
57,0.26144631578947364,0.4,100,128
57,0.3476292397660819,0.5,100,128
58,0.0,0.0,100,128
58,0.0031413793103448277,0.1,100,128
58,0.046572413793103444,0.2,100,128
58,0.1473551724137931,0.3,100,128
58,0.25887310344827585,0.4,100,128
58,0.3454137931034483,0.5,100,128
59,0.0,0.0,100,128
59,0.0029661016949152547,0.1,100,128
59,0.04567118644067797,0.2,100,128
59,0.15067203389830508,0.3,100,128
59,0.2609572881355932,0.4,100,128
59,0.3467819209039548,0.5,100,128
60,0.0,0.0,100,128
60,0.0025349999999999995,0.1,100,128
60,0.04702222222222222,0.2,100,128
60,0.150775,0.3,100,128
60,0.2617,0.4,100,128
60,0.34747,0.5,100,128
61,0.0,0.0,100,128
61,0.0027213114754098353,0.1,100,128
61,0.046014207650273226,0.2,100,128
61,0.1516860655737705,0.3,100,128
61,0.2613547540983607,0.4,100,128
61,0.3473147540983606,0.5,100,128
62,0.0,0.0,100,128
62,0.0038741935483870963,0.1,100,128
62,0.04557419354838709,0.2,100,128
62,0.1512774193548387,0.3,100,128
62,0.26207870967741936,0.4,100,128
62,0.3479994623655913,0.5,100,128
63,0.0,0.0,100,128
63,0.003817460317460317,0.1,100,128
63,0.04787195767195767,0.2,100,128
63,0.1535126984126984,0.3,100,128
63,0.2645047619047619,0.4,100,128
63,0.34988994708994714,0.5,100,128
64,0.0,0.0,100,128
64,0.0037203125000000005,0.1,100,128
64,0.04848020833333333,0.2,100,128
64,0.15242421875,0.3,100,128
64,0.26377625,0.4,100,128
64,0.349603125,0.5,100,128
65,0.0,0.0,100,128
65,0.0031046153846153845,0.1,100,128
65,0.04833641025641025,0.2,100,128
65,0.15222461538461537,0.3,100,128
65,0.26334646153846153,0.4,100,128
65,0.3489107692307692,0.5,100,128
66,0.0,0.0,100,128
66,0.004010606060606059,0.1,100,128
66,0.04982929292929293,0.2,100,128
66,0.15578636363636364,0.3,100,128
66,0.2677084848484848,0.4,100,128
66,0.35273333333333334,0.5,100,128
67,0.0,0.0,100,128
67,0.003819402985074626,0.1,100,128
67,0.04965970149253731,0.2,100,128
67,0.156494776119403,0.3,100,128
67,0.2676155223880597,0.4,100,128
67,0.35293731343283585,0.5,100,128
68,0.0,0.0,100,128
68,0.0031588235294117656,0.1,100,128
68,0.05169215686274509,0.2,100,128
68,0.15769632352941176,0.3,100,128
68,0.2686276470588235,0.4,100,128
68,0.3538823529411765,0.5,100,128
69,0.0,0.0,100,128
69,0.004801449275362318,0.1,100,128
69,0.05159227053140097,0.2,100,128
69,0.15733840579710148,0.3,100,128
69,0.2677304347826087,0.4,100,128
69,0.3532806763285024,0.5,100,128
70,0.0,0.0,100,128
70,0.00319,0.1,100,128
70,0.05109333333333333,0.2,100,128
70,0.15841571428571427,0.3,100,128
70,0.2690931428571428,0.4,100,128
70,0.3538804761904762,0.5,100,128
71,0.0,0.0,100,128
71,0.003153521126760564,0.1,100,128
71,0.05257934272300469,0.2,100,128
71,0.1593352112676056,0.3,100,128
71,0.2693171830985915,0.4,100,128
71,0.35401784037558687,0.5,100,128
72,0.0,0.0,100,128
72,0.003918055555555555,0.1,100,128
72,0.055423148148148145,0.2,100,128
72,0.16268819444444443,0.3,100,128
72,0.27204277777777774,0.4,100,128
72,0.35641435185185183,0.5,100,128
73,0.0,0.0,100,128
73,0.003572602739726027,0.1,100,128
73,0.050574429223744284,0.2,100,128
73,0.15961301369863012,0.3,100,128
73,0.26996986301369863,0.4,100,128
73,0.3548059360730593,0.5,100,128
74,0.0,0.0,100,128
74,0.004045945945945946,0.1,100,128
74,0.05321531531531532,0.2,100,128
74,0.15915945945945947,0.3,100,128
74,0.27014702702702703,0.4,100,128
74,0.35507342342342346,0.5,100,128
