Pattern,ErrorRate,CorruptionLevel,num_neurons,theta
31,0.9567019354838711,0.4,100,0.0
31,0.9554634408602151,0.5,100,0.0
32,0.9547874999999999,0.0,100,0.0
32,0.9417687499999999,0.1,100,0.0
32,0.9379729166666667,0.2,100,0.0
32,0.9284937500000001,0.3,100,0.0
32,0.929235,0.4,100,0.0
32,0.9310947916666665,0.5,100,0.0
33,0.9396606060606061,0.0,100,0.0
33,0.9485999999999999,0.1,100,0.0
33,0.9612727272727273,0.2,100,0.0
33,0.955151515151515,0.3,100,0.0
33,0.964121212121212,0.4,100,0.0
33,0.9651565656565657,0.5,100,0.0
34,1.0,0.0,100,0.0
34,0.9793970588235293,0.1,100,0.0
34,0.9683078431372549,0.2,100,0.0
34,0.9671411764705883,0.3,100,0.0
34,0.9713847058823529,0.4,100,0.0
34,0.9711264705882352,0.5,100,0.0
35,0.9849485714285714,0.0,100,0.0
35,0.9653885714285715,0.1,100,0.0
35,0.9587961904761905,0.2,100,0.0
35,0.947737142857143,0.3,100,0.0
35,0.9537394285714286,0.4,100,0.0
35,0.9562285714285713,0.5,100,0.0
36,0.9722888888888889,0.0,100,0.0
36,0.9795611111111111,0.1,100,0.0
36,0.9820685185185185,0.2,100,0.0
36,0.986551388888889,0.3,100,0.0
36,0.9869344444444444,0.4,100,0.0
36,0.9842527777777779,0.5,100,0.0
37,0.985745945945946,0.0,100,0.0
37,0.9784486486486486,0.1,100,0.0
37,0.967855855855856,0.2,100,0.0
37,0.9670040540540541,0.3,100,0.0
37,0.9714897297297298,0.4,100,0.0
37,0.9746108108108107,0.5,100,0.0
38,0.9404315789473684,0.0,100,0.0
38,0.9490684210526316,0.1,100,0.0
38,0.9346736842105262,0.2,100,0.0
38,0.9418842105263159,0.3,100,0.0
38,0.9535073684210527,0.4,100,0.0
38,0.954486842105263,0.5,100,0.0
39,0.9562666666666666,0.0,100,0.0
39,0.9647282051282052,0.1,100,0.0
39,0.9678974358974358,0.2,100,0.0
39,0.9640820512820514,0.3,100,0.0
39,0.9712656410256412,0.4,100,0.0
39,0.9708957264957265,0.5,100,0.0
40,0.92623,0.0,100,0.0
40,0.9631149999999999,0.1,100,0.0
40,0.9709816666666665,0.2,100,0.0
40,0.9750624999999999,0.3,100,0.0
40,0.9778430000000001,0.4,100,0.0
40,0.9766575000000001,0.5,100,0.0
41,0.9565853658536585,0.0,100,0.0
41,0.9636268292682928,0.1,100,0.0
41,0.9671382113821138,0.2,100,0.0
41,0.9689841463414635,0.3,100,0.0
41,0.9688800000000001,0.4,100,0.0
41,0.9740666666666665,0.5,100,0.0
42,0.9699523809523809,0.0,100,0.0
42,0.9708952380952379,0.1,100,0.0
42,0.9762301587301586,0.2,100,0.0
42,0.9787809523809523,0.3,100,0.0
42,0.9786733333333334,0.4,100,0.0
42,0.9773579365079366,0.5,100,0.0
43,0.9848,0.0,100,0.0
43,0.9854767441860466,0.1,100,0.0
43,0.981493023255814,0.2,100,0.0
43,0.9830244186046513,0.3,100,0.0
43,0.982026046511628,0.4,100,0.0
43,0.9818364341085271,0.5,100,0.0
44,0.9550363636363636,0.0,100,0.0
44,0.9493863636363636,0.1,100,0.0
44,0.9617651515151516,0.2,100,0.0
44,0.968215909090909,0.3,100,0.0
44,0.9745727272727273,0.4,100,0.0
44,0.975471212121212,0.5,100,0.0
45,1.0,0.0,100,0.0
45,0.9926377777777777,0.1,100,0.0
45,0.9867377777777778,0.2,100,0.0
45,0.9900533333333335,0.3,100,0.0
45,0.9898026666666667,0.4,100,0.0
45,0.9915022222222223,0.5,100,0.0
46,1.0,0.0,100,0.0
46,0.9855978260869566,0.1,100,0.0
46,0.9858840579710145,0.2,100,0.0
46,0.9894130434782609,0.3,100,0.0
46,0.9893678260869566,0.4,100,0.0
46,0.9894159420289854,0.5,100,0.0
47,1.0,0.0,100,0.0
47,0.9858255319148935,0.1,100,0.0
47,0.990550354609929,0.2,100,0.0
47,0.9896276595744681,0.3,100,0.0
47,0.9896587234042553,0.4,100,0.0
47,0.9866049645390071,0.5,100,0.0
48,0.971225,0.0,100,0.0
48,0.9792562499999999,0.1,100,0.0
48,0.9861708333333333,0.2,100,0.0
48,0.989628125,0.3,100,0.0
48,0.9895700000000001,0.4,100,0.0
48,0.9913083333333335,0.5,100,0.0
49,0.9546816326530612,0.0,100,0.0
49,0.9703877551020409,0.1,100,0.0
49,0.9759523809523809,0.2,100,0.0
49,0.9787704081632654,0.3,100,0.0
49,0.9783942857142858,0.4,100,0.0
49,0.9785952380952381,0.5,100,0.0
50,0.9717239999999999,0.0,100,0.0
50,0.9858619999999999,0.1,100,0.0
50,0.9905746666666666,0.2,100,0.0
50,0.992931,0.3,100,0.0
50,0.9921303999999999,0.4,100,0.0
50,0.986742,0.5,100,0.0
51,0.9845450980392156,0.0,100,0.0
51,0.9788745098039215,0.1,100,0.0
51,0.985916339869281,0.2,100,0.0
51,0.986256862745098,0.3,100,0.0
51,0.9844964705882353,0.4,100,0.0
51,0.9854183006535948,0.5,100,0.0
52,1.0,0.0,100,0.0
52,0.9929192307692307,0.1,100,0.0
52,0.9907846153846155,0.2,100,0.0
52,0.9871942307692307,0.3,100,0.0
52,0.987626923076923,0.4,100,0.0
52,0.9896891025641026,0.5,100,0.0
53,1.0,0.0,100,0.0
53,1.0,0.1,100,0.0
53,1.0,0.2,100,0.0
53,1.0,0.3,100,0.0
53,0.9980430188679245,0.4,100,0.0
53,0.9966314465408804,0.5,100,0.0
54,1.0,0.0,100,0.0
54,0.9932722222222222,0.1,100,0.0
54,0.9911432098765431,0.2,100,0.0
54,0.9903888888888889,0.3,100,0.0
54,0.9923111111111111,0.4,100,0.0
54,0.9935925925925926,0.5,100,0.0
55,1.0,0.0,100,0.0
55,1.0,0.1,100,0.0
55,1.0,0.2,100,0.0
55,1.0,0.3,100,0.0
55,1.0,0.4,100,0.0
55,1.0,0.5,100,0.0
56,1.0,0.0,100,0.0
56,0.9934178571428572,0.1,100,0.0
56,0.9911380952380952,0.2,100,0.0
56,0.9933535714285715,0.3,100,0.0
56,0.992565,0.4,100,0.0
56,0.9938041666666667,0.5,100,0.0
57,0.9865964912280702,0.0,100,0.0
57,0.9801122807017544,0.1,100,0.0
57,0.9867415204678363,0.2,100,0.0
57,0.987017543859649,0.3,100,0.0
57,0.9896140350877193,0.4,100,0.0
57,0.989645029239766,0.5,100,0.0
58,1.0,0.0,100,0.0
58,0.9929344827586206,0.1,100,0.0
58,0.9907137931034483,0.2,100,0.0
58,0.9930353448275863,0.3,100,0.0
58,0.9944282758620689,0.4,100,0.0
58,0.9953568965517241,0.5,100,0.0
59,1.0,0.0,100,0.0
59,1.0,0.1,100,0.0
59,0.9914881355932204,0.2,100,0.0
59,0.9936161016949153,0.3,100,0.0
59,0.9927071186440678,0.4,100,0.0
59,0.9939225988700565,0.5,100,0.0
60,1.0,0.0,100,0.0
60,1.0,0.1,100,0.0
60,1.0,0.2,100,0.0
60,1.0,0.3,100,0.0
60,1.0,0.4,100,0.0
60,1.0,0.5,100,0.0
61,1.0,0.0,100,0.0
61,0.9927475409836066,0.1,100,0.0
61,0.9951650273224044,0.2,100,0.0
61,0.9963737704918033,0.3,100,0.0
61,0.9970990163934427,0.4,100,0.0
61,0.9975825136612021,0.5,100,0.0
62,1.0,0.0,100,0.0
62,1.0,0.1,100,0.0
62,1.0,0.2,100,0.0
62,1.0,0.3,100,0.0
62,1.0,0.4,100,0.0
62,1.0,0.5,100,0.0
63,1.0,0.0,100,0.0
63,1.0,0.1,100,0.0
63,1.0,0.2,100,0.0
63,0.9971571428571429,0.3,100,0.0
63,0.9934285714285714,0.4,100,0.0
63,0.9945238095238096,0.5,100,0.0
64,1.0,0.0,100,0.0
64,1.0,0.1,100,0.0
64,1.0,0.2,100,0.0
64,1.0,0.3,100,0.0
64,1.0,0.4,100,0.0
64,1.0,0.5,100,0.0
65,0.9861538461538462,0.0,100,0.0
65,0.9930769230769231,0.1,100,0.0
65,0.9910615384615384,0.2,100,0.0
65,0.9932961538461538,0.3,100,0.0
65,0.9946369230769231,0.4,100,0.0
65,0.9955307692307692,0.5,100,0.0
66,1.0,0.0,100,0.0
66,1.0,0.1,100,0.0
66,1.0,0.2,100,0.0
66,1.0,0.3,100,0.0
66,1.0,0.4,100,0.0
66,1.0,0.5,100,0.0
67,1.0,0.0,100,0.0
67,0.9861925373134329,0.1,100,0.0
67,0.990795024875622,0.2,100,0.0
67,0.9930962686567164,0.3,100,0.0
67,0.9944770149253732,0.4,100,0.0
67,0.9953975124378109,0.5,100,0.0
68,1.0,0.0,100,0.0
68,1.0,0.1,100,0.0
68,1.0,0.2,100,0.0
68,1.0,0.3,100,0.0
68,1.0,0.4,100,0.0
68,1.0,0.5,100,0.0
69,1.0,0.0,100,0.0
69,1.0,0.1,100,0.0
69,1.0,0.2,100,0.0
69,1.0,0.3,100,0.0
69,1.0,0.4,100,0.0
69,1.0,0.5,100,0.0
70,1.0,0.0,100,0.0
70,0.9864085714285714,0.1,100,0.0
70,0.9909390476190477,0.2,100,0.0
70,0.9932042857142858,0.3,100,0.0
70,0.9945634285714287,0.4,100,0.0
70,0.9954695238095238,0.5,100,0.0
71,1.0,0.0,100,0.0
71,1.0,0.1,100,0.0
71,1.0,0.2,100,0.0
71,1.0,0.3,100,0.0
71,1.0,0.4,100,0.0
71,1.0,0.5,100,0.0
72,1.0,0.0,100,0.0
72,1.0,0.1,100,0.0
72,1.0,0.2,100,0.0
72,1.0,0.3,100,0.0
72,0.997755,0.4,100,0.0
72,0.9981291666666667,0.5,100,0.0
73,1.0,0.0,100,0.0
73,1.0,0.1,100,0.0
73,1.0,0.2,100,0.0
73,1.0,0.3,100,0.0
73,1.0,0.4,100,0.0
73,1.0,0.5,100,0.0
74,1.0,0.0,100,0.0
74,1.0,0.1,100,0.0
74,1.0,0.2,100,0.0
74,1.0,0.3,100,0.0
74,1.0,0.4,100,0.0
74,0.9968490990990991,0.5,100,0.0
